id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
806380462061627465,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,466330896,Blueground,Central Region,Downtown Core,1.2795525,103.8472939,Entire home/apt,422,92,0,,,79,13,0,
807041086591703374,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,94722456,Kaivikai,East Region,Tampines,1.3527567255672421,103.93057353794575,Private room,120,5,17,2023-09-07,2.21,1,305,17,Authorised Serviced Apartment
807114289365295044,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Geylang,1.31558,103.89264,Entire home/apt,225,92,0,,,79,302,0,
807114661966011991,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Newton,1.304758,103.8373631,Entire home/apt,324,92,1,2023-09-06,1,79,0,1,
807335846697640918,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,800558,Kim (金),Central Region,Rochor,1.311763069113722,103.85496916325057,Entire home/apt,2888,1,0,,,13,365,0,M0073
807509030253582814,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,10248444,Recr,Central Region,River Valley,1.2953089476179085,103.83797607964648,Entire home/apt,185,2,2,2023-08-27,0.67,44,361,2,Authorised Serviced Apartment
807509473218111120,Rental unit in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 bath,10248444,Recr,Central Region,River Valley,1.2949408678093228,103.83842228633091,Entire home/apt,145,2,3,2023-08-22,0.45,44,290,3,Authorised Serviced Apartment
807517790122516068,Rental unit in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 bath,10248444,Recr,Central Region,River Valley,1.2945368378133397,103.83965986588527,Entire home/apt,245,2,3,2023-03-03,0.40,44,359,3,Authorised Serviced Apartment
807695166982817445,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,39149468,Ankit,Central Region,Rochor,1.3064590045726148,103.85223954011637,Private room,662,2,0,,,1,180,0,Authorised Serviced Apartment
809553938268692523,Home in Singapore · 1 bedroom · 4 beds · 1 bath,218232,Azan,Central Region,Geylang,1.3127962552471346,103.90121206641197,Entire home/apt,184,92,0,,,1,89,0,
810376811309754844,Hotel in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,494593479,Kelvin,Central Region,Outram,1.2842078,103.8443301,Private room,292,1,3,2023-05-07,0.48,6,364,3,M0056
810672345904856258,Home in Singapore · 1 bedroom · 1 bed · 1.5 baths,32787755,Yvette,Central Region,Novena,1.3217978417595775,103.8342519225549,Private room,127,92,0,,,1,307,0,
812016300560745563,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,238891646,Neha,West Region,Clementi,1.3185070768399096,103.76284576847439,Entire home/apt,246,92,0,,,139,364,0,
812372944528624815,Guesthouse in Singapore · 1 bedroom · 9 beds · 3 shared baths,474773234,River City,Central Region,Singapore River,1.2874161,103.8472705,Shared room,44,1,0,,,19,358,0,S0036
812382273211035026,Guesthouse in Singapore · 1 bedroom · 9 beds · 3 shared baths,474773234,River City,Central Region,Singapore River,1.2874161,103.8472705,Shared room,44,1,1,2023-02-11,0.13,19,360,1,S0036
812392116300870110,Guesthouse in Singapore · 1 bedroom · 9 beds · 3 shared baths,474773234,River City,Central Region,Singapore River,1.2874161,103.8472705,Shared room,44,1,2,2023-05-01,0.26,19,358,2,S0036
813042145378872409,Rental unit in Singapore · ★New · 1 bedroom · 1 bed · 1 bath,10248444,Recr,Central Region,River Valley,1.2961070019498966,103.84009942659445,Entire home/apt,196,2,0,,,44,354,0,Authorised Serviced Apartment
813563012153638643,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 baths,4851019,Teddy,Central Region,Queenstown,1.27655,103.79213,Private room,70,92,0,,,1,364,0,
816891661536961099,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,17578583,Danny,Central Region,Downtown Core,1.275170102723966,103.84450983256102,Private room,72,93,0,,,1,0,0,
819865960419314544,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,231293658,Dave,West Region,Choa Chu Kang,1.3792830699437866,103.75713072936453,Private room,45,1,1,2023-02-12,0.13,1,0,1,Authorised Serviced Apartment
820231423212934260,Serviced apartment in Singapore · ★4.47 · 3 bedrooms · 3 beds · 2 baths,323944827,Green,Central Region,Geylang,1.3115168981323468,103.87958742676938,Entire home/apt,421,3,19,2023-08-22,2.64,11,148,19,Authorised Serviced Apartment
820939892803392423,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Downtown Core,1.2819955,103.8519832,Entire home/apt,233,92,0,,,79,365,0,
821368634251644679,Rental unit in Singapore · 3 bedrooms · 4 beds · 2 baths,300765938,Xacco,Central Region,Kallang,1.31342,103.8565,Entire home/apt,220,90,0,,,28,365,0,Authorised Serviced Apartment
821552256539345322,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,138649185,Apac,West Region,Clementi,1.317725471499779,103.76141706175065,Entire home/apt,255,92,0,,,253,364,0,
821636979334395803,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Tanglin,1.3177386,103.8286453,Entire home/apt,256,92,0,,,79,173,0,
821637396926222244,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Bukit Merah,1.292239,103.8231205,Entire home/apt,242,92,0,,,79,204,0,
822059164708734993,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,494593479,Kelvin,Central Region,Outram,1.28424,103.84429,Private room,203,1,1,2023-03-20,0.16,6,333,1,M0056
822747512409031740,Rental unit in Singapore · 3 bedrooms · 1 bed · 2 baths,103401936,Juliet,East Region,Pasir Ris,1.3793863568718157,103.93986195357725,Private room,75,92,0,,,1,0,0,
822888625164562641,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,Novena,1.3175341495111728,103.84876671624976,Entire home/apt,235,30,0,,,139,364,0,Authorised Serviced Apartment
822923084996611859,Rental unit in Singapore · Studio · 1 bed · 1 bath,138649185,Apac,Central Region,Rochor,1.3031105528068543,103.86111756706235,Entire home/apt,200,92,0,,,253,364,0,
823005527495504331,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Rochor,1.3018896499913835,103.86146835051211,Entire home/apt,240,92,0,,,253,364,0,
823460590275855917,Rental unit in Singapore · ★New · 1 bedroom · 1 bed · 1 bath,75682732,Ong,North-East Region,Serangoon,1.35507,103.86682,Entire home/apt,108,92,0,,,1,173,0,
823723343533782820,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Novena,1.325105176629394,103.850167176385,Entire home/apt,259,6,0,,,253,364,0,Authorised Serviced Apartment
823800739642093140,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,466330896,Blueground,Central Region,Geylang,1.318847,103.9032298,Entire home/apt,280,92,0,,,79,350,0,
823988366264665533,Townhouse in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,260771308,Buchao,Central Region,Kallang,1.31328,103.84581,Private room,75,92,0,,,2,290,0,
824228729224079234,Rental unit in Singapore · Studio · 1 bed · 1 bath,138649185,Apac,Central Region,Kallang,1.303539494097414,103.86139825580094,Entire home/apt,200,92,0,,,253,364,0,
824328676429321602,Rental unit in Singapore · Studio · 1 bed · 1 bath,138649185,Apac,Central Region,Novena,1.3194372444500622,103.84699714464949,Entire home/apt,275,6,0,,,253,364,0,Authorised Serviced Apartment
825166191429610435,Townhouse in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,260771308,Buchao,Central Region,Kallang,1.3132577562532082,103.84767039022935,Private room,60,92,0,,,2,290,0,
825255331473955825,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,238891646,Neha,West Region,Jurong East,1.3375124449246973,103.74601966148636,Entire home/apt,320,30,1,2023-08-22,0.91,139,364,1,Authorised Serviced Apartment
825579456713831810,Rental unit in Singapore · 2 bedrooms · 3 beds · 2.5 baths,800558,Kim (金),Central Region,Downtown Core,1.2766886697264848,103.84953798408078,Entire home/apt,1236,1,1,2023-05-20,0.24,13,360,1,M0097
825592428687196191,Serviced apartment in Singapore · ★4.75 · 3 bedrooms · 3 beds · 2 baths,323944827,Green,Central Region,Geylang,1.31279,103.87928,Entire home/apt,326,3,24,2023-09-04,3.33,11,140,24,Authorised Serviced Apartment
825778372859012212,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Novena,1.32557609785965,103.85117228557446,Entire home/apt,315,6,0,,,253,364,0,Authorised Serviced Apartment
825798658694498618,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Novena,1.32361,103.85045,Entire home/apt,275,6,0,,,253,364,0,Authorised Serviced Apartment
826103426321164128,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,10248444,Recr,Central Region,River Valley,1.296406711176041,103.84022386365424,Entire home/apt,185,2,5,2023-08-31,0.79,44,343,5,Authorised Serviced Apartment
826508772917498456,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,21378632,Christine,Central Region,Queenstown,1.29148,103.77247,Entire home/apt,130,90,0,,,1,280,0,Authorised Serviced Apartment
827397439816276152,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,River Valley,1.3039793,103.8293699,Entire home/apt,300,92,0,,,79,362,0,
827397805093383798,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Downtown Core,1.2754081,103.8445007,Entire home/apt,380,92,0,,,79,81,0,
827845795285182475,Rental unit in Singapore · ★4.50 · Studio · 1 bed · 1 bath,501291108,The Assembly Place,Central Region,Tanglin,1.3158371691308177,103.82831133308103,Entire home/apt,194,1,6,2023-08-27,1.23,7,307,6,Authorised Serviced Apartment
827875125532071454,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,Bukit Merah,1.28899,103.8319,Entire home/apt,180,30,0,,,139,364,0,Authorised Serviced Apartment
827941020809851697,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Newton,1.3085769,103.8383598,Entire home/apt,246,92,0,,,79,312,0,
827991952733479579,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,138649185,Apac,Central Region,Downtown Core,1.2837688267107676,103.85095071613272,Entire home/apt,565,30,0,,,253,364,0,Authorised Serviced Apartment
828666063978435121,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,432531968,Expats,West Region,Jurong West,1.34564,103.72557,Entire home/apt,224,92,0,,,4,0,0,
828707412016164471,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,432531968,Expats,West Region,Clementi,1.3108834756983465,103.76222100138801,Entire home/apt,350,90,0,,,4,0,0,Authorised Serviced Apartment
828829378386504177,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,466330896,Blueground,Central Region,Bukit Merah,1.2898749,103.817528,Entire home/apt,292,92,0,,,79,349,0,
828830409107996912,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,466330896,Blueground,Central Region,Downtown Core,1.27541,103.8445,Entire home/apt,340,92,0,,,79,342,0,
829322076860791922,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Orchard,1.307219111127635,103.83525834425855,Entire home/apt,435,6,0,,,253,364,0,Authorised Serviced Apartment
829369314741369503,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Newton,1.3085508389402287,103.83534014614526,Entire home/apt,435,6,0,,,253,364,0,Authorised Serviced Apartment
829699288462514983,Rental unit in Singapore · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,10248444,Recr,Central Region,River Valley,1.2946557636927651,103.84058596594045,Private room,135,2,5,2023-07-21,0.79,44,331,5,Authorised Serviced Apartment
830754747969256751,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,River Valley,1.2916366309707967,103.83925599062232,Entire home/apt,280,6,1,2023-07-20,0.45,253,357,1,Authorised Serviced Apartment
830802771232450169,Serviced apartment in Singapore · ★4.29 · 3 bedrooms · 4 beds · 2 baths,323944827,Green,Central Region,Geylang,1.310327170384841,103.87800976273799,Entire home/apt,264,3,17,2023-09-09,2.64,11,153,17,Authorised Serviced Apartment
830969158436936588,Rental unit in Singapore · ★4.33 · 1 bedroom · 1 bed · 1 bath,501291108,The Assembly Place,Central Region,Tanglin,1.3169769781264387,103.82640671313175,Entire home/apt,188,1,6,2023-07-25,1.40,7,295,6,Authorised Serviced Apartment
831008711204150847,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,501291108,The Assembly Place,Central Region,Tanglin,1.31697,103.82829,Entire home/apt,251,1,1,2023-07-29,0.53,7,338,1,Authorised Serviced Apartment
831017287232611543,Rental unit in Singapore · ★4.80 · 2 bedrooms · 2 beds · 2 baths,501291108,The Assembly Place,Central Region,Tanglin,1.31679644594891,103.82611270492224,Entire home/apt,289,1,5,2023-08-27,0.89,7,355,5,Authorised Serviced Apartment
831024368851599396,Rental unit in Singapore · ★4.50 · 2 bedrooms · 3 beds · 2 baths,501291108,The Assembly Place,Central Region,Tanglin,1.3169892943301207,103.82652823192718,Entire home/apt,309,1,16,2023-09-08,2.87,7,335,16,Authorised Serviced Apartment
831028480502682984,Rental unit in Singapore · ★4.45 · 3 bedrooms · 4 beds · 3 baths,501291108,The Assembly Place,Central Region,Tanglin,1.3166442338864544,103.82619548890398,Entire home/apt,361,1,11,2023-09-02,1.75,7,327,11,Authorised Serviced Apartment
831033318344000073,Rental unit in Singapore · ★4.40 · 3 bedrooms · 4 beds · 3 baths,501291108,The Assembly Place,Central Region,Tanglin,1.3155859902891285,103.82778966218562,Entire home/apt,371,1,5,2023-08-25,0.90,7,128,5,Authorised Serviced Apartment
831518184194402625,Rental unit in Singapore · 1 bedroom · 1 bed · 2 baths,238891646,Neha,Central Region,Bukit Merah,1.289286747687621,103.83054938537006,Entire home/apt,350,6,0,,,139,364,0,Authorised Serviced Apartment
831612439304811977,Home in Singapore · ★New · 2 bedrooms · 2 beds · 1 bath,4684553,Jinesh,Central Region,Bukit Merah,1.2844122164132614,103.83477845011876,Entire home/apt,260,92,0,,,1,269,0,
831688296592919472,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Novena,1.3178843343030573,103.84872693034819,Entire home/apt,320,6,0,,,253,364,0,Authorised Serviced Apartment
832050557994450916,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,1439258,Kay,Central Region,Queenstown,1.2800171315213298,103.78964366820507,Private room,100,90,0,,,52,304,0,S0399
832110884631923994,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,1439258,Kay,Central Region,Queenstown,1.2808037319353351,103.78748095566367,Private room,100,90,0,,,52,265,0,S0399
832125081262858142,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,1439258,Kay,Central Region,Queenstown,1.2795216665353744,103.78931284559229,Private room,200,3,0,,,52,265,0,S0399
832203905619747341,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,138924706,Siew Kee,West Region,Jurong West,1.3326028,103.7241045,Entire home/apt,250,93,0,,,1,364,0,
832221615912185346,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,18618387,Kaytwo,Central Region,Queenstown,1.2792113786233195,103.78946851373694,Private room,100,90,0,,,22,265,0,S0399
832231902798754459,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,18618387,Kaytwo,Central Region,Queenstown,1.28116,103.78742,Private room,100,90,0,,,22,365,0,S0399
832538193209880053,Rental unit in Singapore · ★4.78 · 1 bedroom · 1 bed · 1 bath,46685310,Yyin,Central Region,River Valley,1.2947219111975097,103.84017736530862,Entire home/apt,200,2,9,2023-08-25,1.84,25,352,9,Authorised Serviced Apartment
832978163889399206,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.304899852998004,103.90224868522161,Private room,250,1,2,2023-08-22,0.54,17,86,2,M0060
833010140512095838,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.303268155002215,103.9040115243413,Private room,178,14,1,2023-07-13,0.41,17,86,1,M0060
833053712139740266,Hotel in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.3029160932228128,103.90381528052004,Private room,271,1,3,2023-08-13,0.49,17,96,3,M0060
833062182376759841,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.3043096036083193,103.90394348076937,Private room,198,14,0,,,17,96,0,M0060
833107727724245177,Hotel in Singapore · 1 bedroom · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.3045576233479546,103.90189569121206,Private room,288,14,0,,,17,92,0,M0060
833133699413019522,Rental unit in Singapore · 3 bedrooms · 4 beds · 3 baths,300765938,Xacco,Central Region,Geylang,1.3124878178557202,103.8878228830675,Entire home/apt,250,90,0,,,28,364,0,Authorised Serviced Apartment
833133773859536513,Hotel in Singapore · 1 bedroom · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.3028348207827436,103.90316145636871,Private room,357,1,0,,,17,92,0,M0060
833134612671614159,Hotel in Singapore · 1 bedroom · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.3047717587699599,103.90207612966688,Private room,384,1,1,2023-04-11,0.18,17,102,1,M0060
833134749137539055,Hotel in Singapore · 1 bedroom · 1 bed · 1 shared bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.3042111579697249,103.90213662046092,Private room,248,14,1,2023-08-22,0.91,17,95,1,M0060
833515666873745840,Rental unit in Singapore · ★4.50 · 1 bedroom · 6 beds · 2 shared baths,482211922,Thailand,Central Region,Rochor,1.3075567436073054,103.84962315118865,Shared room,58,1,4,2023-09-10,0.82,1,364,4,Authorised Serviced Apartment
833763737295484530,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,238891646,Neha,Central Region,Bukit Merah,1.283787410280369,103.83323928143926,Private room,269,3,0,,,139,364,0,M0040
833770985172894253,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.3043798318972335,103.9022290646871,Private room,362,1,0,,,17,95,0,M0060
833866830232773018,Hotel in Singapore · 1 bedroom · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.30275353672396,103.90221012443531,Private room,346,1,0,,,17,102,0,M0060
833899373927609367,Rental unit in Singapore · 3 bedrooms · 4 beds · 2 baths,300765938,Xacco,West Region,Clementi,1.3217956387332714,103.75399097117142,Entire home/apt,275,90,0,,,28,364,0,Authorised Serviced Apartment
833977887503098646,Rental unit in Singapore · 4 bedrooms · 3 beds · 2 baths,300765938,Xacco,West Region,Clementi,1.3177054977257647,103.75498911129674,Entire home/apt,275,90,0,,,28,364,0,Authorised Serviced Apartment
835904017609907338,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,River Valley,1.2969074558505231,103.84047568743635,Entire home/apt,340,6,0,,,139,364,0,Authorised Serviced Apartment
835927165729742554,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,489785611,Village Hotel Katong,Central Region,Marine Parade,1.3035578337063434,103.9040089827052,Private room,325,1,0,,,17,95,0,M0060
836738298166681497,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,138649185,Apac,Central Region,Toa Payoh,1.3375185241116403,103.86812651552651,Entire home/apt,250,92,0,,,253,364,0,
837240753100241916,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3048674901061907,103.8498069337261,Private room,8316,1,0,,,12,243,0,M0011
837241805566688076,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3036665400587235,103.85174102738713,Private room,8340,1,0,,,12,250,0,M0011
837242367595250933,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.302983949663659,103.85171128771246,Private room,8423,1,0,,,12,250,0,M0011
837242817475710742,Hotel in Singapore · Studio · 2 beds · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3051138070989832,103.84978238093377,Private room,8429,1,0,,,12,244,0,M0011
837278001762525399,Home in Singapore · 1 bedroom · 1 bed · 1 private bath,30168263,Objet D ART,Central Region,Marine Parade,1.3054401871112444,103.89372951617122,Private room,117,92,0,,,2,365,0,
837314171784091683,Rental unit in Singapore · ★4.41 · 1 bedroom · 4 beds · 1 bath,455736437,Bob,Central Region,Geylang,1.312378656312359,103.88663621793997,Entire home/apt,218,2,27,2023-09-01,4.01,7,101,27,L23190
837353225179434522,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3051373434644735,103.84971351549855,Private room,7484,1,0,,,12,0,0,M0011
837361372609735668,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3048705562827407,103.84991234542892,Private room,168,1,0,,,12,0,0,M0011
837361816125708655,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3052232162939394,103.84959868875268,Private room,188,1,0,,,12,14,0,M0011
837362263315871025,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.305210352605297,103.85047109172235,Private room,218,1,0,,,12,14,0,M0011
837362646785495971,Hotel in Singapore · Studio · 2 beds · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3052502134164,103.85050587854651,Private room,238,1,0,,,12,14,0,M0011
837949620721483341,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,30168263,Objet D ART,Central Region,Marine Parade,1.304226598812474,103.89460837467644,Private room,68,92,0,,,2,365,0,
838037919957291142,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3046638752276278,103.85174181538429,Private room,257,1,0,,,12,14,0,M0011
838041672172634320,Hotel in Singapore · Studio · 1 bed · 1 shared bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3047654438972214,103.84982716176418,Private room,331,1,0,,,12,14,0,M0011
838042104361943893,Hotel in Singapore · Studio · 2 beds · 1 private bath,503148960,Village Hotel Albert Court,Central Region,Rochor,1.3051393432757437,103.85177870849269,Private room,337,1,0,,,12,14,0,M0011
838851522557267244,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,138649185,Apac,West Region,Jurong East,1.3367932861355325,103.74290646316801,Entire home/apt,250,92,0,,,253,364,0,
838867174319410951,Home in Singapore · 1 bedroom · 1 bed · 1 private bath,243474450,Mark,East Region,Pasir Ris,1.3610906981723896,103.96791644998264,Private room,85,92,1,2023-08-16,0.77,2,364,1,
838959124201710679,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Downtown Core,1.2735453,103.8454928,Entire home/apt,267,92,0,,,79,270,0,
840153205449250813,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,492450365,Vibe Hotel Singapore Orchard,Central Region,Newton,1.3087976607349312,103.83667329110057,Private room,1993,7,0,,,4,104,0,M0010
840305507048654000,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,8217259,Xie Ke And Ivan,Central Region,River Valley,1.2928960075774432,103.83707104808079,Entire home/apt,325,92,0,,,1,365,0,
840856933328548194,Hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,492450365,Vibe Hotel Singapore Orchard,Central Region,Newton,1.309170346226212,103.83629783075929,Private room,2024,7,0,,,4,104,0,M0010
841098685339489415,Rental unit in Singapore · 2 bedrooms · 3 beds · 2 baths,138649185,Apac,Central Region,Tanglin,1.3089818521719585,103.82638578274924,Entire home/apt,730,6,0,,,253,364,0,Authorised Serviced Apartment
841311890462137145,Rental unit in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,61619807,Ong,Central Region,River Valley,1.2964197177596992,103.8386418175891,Private room,135,2,3,2023-07-02,0.52,28,331,3,Authorised Serviced Apartment
841664984077062487,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,321771490,SG Accomodations Affiliate,Central Region,Kallang,1.308240508577794,103.86154842973295,Entire home/apt,238,1,2,2023-07-10,0.61,14,365,2,L1010
841675872739484764,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,321771490,SG Accomodations Affiliate,Central Region,Rochor,1.304529869438716,103.86004785889772,Entire home/apt,280,1,2,2023-07-29,0.33,14,365,2,L1010
842009017449322673,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,46685310,Yyin,Central Region,River Valley,1.2967611870337608,103.84030668125354,Entire home/apt,199,2,2,2023-08-13,0.34,25,356,2,Authorised Serviced Apartment
842527175959137432,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,466330896,Blueground,Central Region,Bukit Merah,1.2931951,103.8217993,Entire home/apt,308,92,0,,,79,294,0,
843285569659447374,Rental unit in Singapore · 2 bedrooms · 2 beds · 1 bath,138649185,Apac,Central Region,Toa Payoh,1.3375674692269317,103.87097195841692,Entire home/apt,270,92,0,,,253,364,0,
843438653094685587,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,205516032,Kelvin,North-East Region,Hougang,1.3626807766516886,103.88270129690396,Private room,90,92,0,,,1,364,0,
844059781345973891,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,466330896,Blueground,Central Region,Downtown Core,1.2773465,103.8536086,Entire home/apt,283,92,0,,,79,273,0,
844454509836958325,Rental unit in Singapore · 3 bedrooms · 3 beds · 3 baths,43782638,Rashmi,Central Region,River Valley,1.2990282983336547,103.83448572851053,Entire home/apt,400,92,0,,,1,365,0,
845872651845833708,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,9426705,Suifoon,Central Region,Bukit Timah,1.3267601395598252,103.81121965262648,Private room,54,92,0,,,1,144,0,
846085840657880506,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,138649185,Apac,Central Region,Bishan,1.3512813447881182,103.85209971916319,Entire home/apt,258,92,0,,,253,364,0,
846258488508888754,Hotel in Singapore · 1 bedroom · 1 bed · 1.5 baths,505188024,Yi,Central Region,Southern Islands,1.2536483375473064,103.82041552019297,Private room,268,1,0,,,4,0,0,Authorised Serviced Apartment
846297658713595280,Home in Lazarus Island · 1 bedroom · 2 beds · 1 bath,504706105,Tiny Away,Central Region,Southern Islands,1.22169,103.85351,Entire home/apt,350,1,0,,,5,160,0,S0544
846586276149703191,Hotel in Singapore · 1 bedroom · 1 bed · 1.5 baths,321771490,SG Accomodations Affiliate,Central Region,Southern Islands,1.25613,103.8135,Private room,304,1,1,2023-05-07,0.21,14,364,1,L1010
846657479520768988,Home in Singapore · ★4.27 · 1 bedroom · 1 bed · 1 private bath,211210302,Sunny&Lucy,Central Region,Kallang,1.3146872199439958,103.85448492467748,Private room,91,1,15,2023-08-22,3.04,6,115,15,Authorised Serviced Apartment
846838781064773956,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,61920865,Weijie,Central Region,Novena,1.3158335,103.8420506,Private room,99,92,0,,,1,291,0,
